University Rank,Name of University,Location,No of student,No of student per staff,International Student,Female:Male Ratio,OverAll Score,Teaching Score,Research Score,Citations Score,Industry Income Score,International Outlook Score,Latitude,Longitude
1201–1500,Universiti Kuala Lumpur,Malaysia,"15,858",12.3,3%,41:59:00,18.4–24.3,17.2,9.0,24.1,40.1,38.3,3.1597,101.7017
1201–1500,Kyushu Institute of Technology (Kyutech),Japan,"5,646",16.0,5%,0.643055556,18.4–24.3,20.2,14.1,25.1,53.5,36.2,33.8924,130.8403
1201–1500,Lahore College for Women University (LCWU),Pakistan,"10,457",17.7,0%,100:00:00,18.4–24.3,22.8,8.8,27.5,36.9,28.7,31.5437,74.327
1201–1500,University of Lethbridge,Canada,"7,172",13.3,11%,,18.4–24.3,17.0,13.7,20.5,37.0,57.1,49.6786,-112.8601
1201–1500,L.N. Gumilyov Eurasian National University,Kazakhstan,"19,358",14.1,4%,57:43:00,18.4–24.3,18.1,10.9,24.4,37.0,53.3,,
1201–1500,Londrina State University,Brazil,"21,180",11.2,1%,58:42:00,18.4–24.3,23.1,14.9,15.9,45.5,21.1,-23.3268,-51.2038
1201–1500,University of Lucknow,India,"17,291",39.2,0%,50:50:00,18.4–24.3,30.3,10.3,20.7,37.4,18.1,26.8633,80.936
1201–1500,"Lumière University, Lyon 2",France,"25,186",47.2,18%,68:32:00,18.4–24.3,22.4,18.4,8.7,37.3,61.0,45.7508,4.8372
1201–1500,University of Malaga,Spain,"35,888",13.8,6%,54:46:00,18.4–24.3,17.2,14.6,30.8,39.8,39.1,36.72,-4.4162
1201–1500,Universiti Malaysia Kelantan,Malaysia,"8,787",20.1,3%,71:29:00,18.4–24.3,14.7,11.6,23.9,39.4,33.5,6.164,102.2847
1201–1500,Universiti Malaysia Sarawak (UNIMAS),,"13,956",17.9,7%,73:27:00,18.4–24.3,22.9,11.8,16.2,37.9,45.7,1.4667,110.4251
1201–1500,University of Maribor,Slovenia,"12,403",14.3,10%,53:47:00,18.4–24.3,17.2,17.4,28.3,42.5,43.5,46.5592,15.6434
1201–1500,Marmara University,Turkey,"62,414",30.6,6%,51:49:00,18.4–24.3,18.3,10.0,24.1,40.4,26.3,40.987,29.0528
1201–1500,Mendel University in Brno,Czech Republic,"8,886",16.5,20%,57:43:00,18.4–24.3,19.0,17.6,18.1,37.7,55.7,49.2099,16.6161
1201–1500,Metropolitan Autonomous University,Mexico,"59,709",21.1,1%,50:50:00,18.4–24.3,17.3,17.5,31.6,38.1,25.8,19.2871,-99.1368
1201–1500,Mie University,Japan,"7,125",8.4,4%,38 : 62,18.4–24.3,22.4,12.7,19.0,44.9,23.8,34.7443,136.5242
1201–1500,Ming Chi University of Technology,Taiwan,"4,514",19.5,2%,26 : 74,18.4–24.3,16.4,19.8,29.4,53.3,25.6,25.041,121.4223
1201–1500,Mohammed V University of Rabat,Morocco,"88,644",43.3,3%,52:48:00,18.4–24.3,30.4,13.3,17.4,45.4,27.9,,
1201–1500,University of Monastir,Tunisia,"19,203",9.6,2%,70:30:00,18.4–24.3,19.6,10.0,26.5,36.9,45.1,35.7633,10.8291
1201–1500,Multimedia University,Malaysia,"7,116",10.6,11%,51:49:00,18.4–24.3,19.5,10.7,25.6,38.5,42.1,2.9278,101.6419
1201–1500,University of Mumbai,India,"13,330",23.5,1%,51:49:00,18.4–24.3,29.6,19.9,16.1,38.0,16.7,18.9294,72.831
1201–1500,University of Mysore,India,"7,970",21.4,10%,42:58:00,18.4–24.3,31.3,8.6,20.8,37.3,34.5,12.3081,76.639
1201–1500,Nagaoka University of Technology,Japan,"2,189",11.1,12%,0.479166667,18.4–24.3,25.0,15.7,9.1,47.3,36.5,37.4241,138.778
1201–1500,Nagasaki University,Japan,"8,869",6.7,6%,39 : 61,18.4–24.3,24.2,13.0,22.1,43.9,36.1,32.7862,129.8652
1201–1500,Nagoya City University,Japan,"4,514",7.5,4%,48:52:00,18.4–24.3,24.5,15.8,24.1,51.2,21.7,35.1394,136.9352
1201–1500,National Chengchi University,Taiwan,"12,489",14.8,13%,57:43:00,18.4–24.3,23.9,28.3,11.0,44.4,47.6,24.9879,121.5774
1201–1500,National Chin-Yi University of Technology,Taiwan,"7,294",23.2,5%,30 : 70,18.4–24.3,15.2,23.6,13.6,46.4,24.1,,
1201–1500,National Chung Cheng University,,"8,650",15.4,4%,44:56:00,18.4–24.3,20.4,18.7,13.3,43.2,24.9,23.5586,120.4719
1201–1500,National Chung Hsing University,Taiwan,"15,150",16.8,7%,41:59:00,18.4–24.3,21.5,21.0,17.2,51.3,31.8,24.1236,120.6753
1201–1500,National University of Distance Education (UNED),Spain,"66,141",56.9,5%,54:46:00,18.4–24.3,17.8,18.5,21.9,38.2,29.5,40.438,-3.7041
1201–1500,National Dong Hwa University,,"10,008",17.8,8%,52:48:00,18.4–24.3,17.3,21.7,22.9,40.9,45.7,23.8928,121.5442
1201–1500,National University of San Martín,Argentina,"16,276",16.1,5%,60:40:00,18.4–24.3,18.2,10.4,28.6,37.6,40.8,,
1201–1500,National Technical University Kharkiv Polytechnic Institute,Ukraine,"11,413",7.9,13%,32 : 68,18.4–24.3,20.8,9.1,15.8,38.2,30.0,49.999,36.2484
1201–1500,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,Ukraine,"21,170",8.0,3%,30 : 70,18.4–24.3,21.2,10.0,27.8,37.7,21.2,50.4489,30.457
1201–1500,Nicolaus Copernicus University in Toruń,Poland,"19,684",13.0,4%,67:33:00,18.4–24.3,19.3,19.0,30.3,38.3,30.5,53.0195,18.5712
1201–1500,University of Nigeria Nsukka,Nigeria,"43,108",11.4,1%,46:54:00,18.4–24.3,25.0,10.2,32.2,37.6,30.0,6.8666,7.4115
1201–1500,Slovak University of Agriculture in Nitra,Slovakia,"4,870",11.3,3%,52:48:00,18.4–24.3,19.8,12.5,20.4,38.3,48.3,48.3071,18.0931
1201–1500,University of North Carolina Wilmington,United States,"15,940",19.1,2%,64:36:00,18.4–24.3,18.5,8.1,32.4,37.3,30.0,34.2239,-77.8696
1201–1500,North China Electric Power University,China,"37,861",19.1,3%,36 : 64,18.4–24.3,18.5,19.9,29.3,66.8,18.7,,
1201–1500,"University of the North, Colombia",Colombia,"13,991",19.0,1%,51:49:00,18.4–24.3,17.3,12.5,21.1,39.8,51.6,11.0191,-74.8511
1201–1500,Obafemi Awolowo University,Nigeria,"29,939",23.3,0%,41:59:00,18.4–24.3,19.6,12.3,26.1,36.9,33.9,,
1201–1500,Oles Honchar Dnipro National University,Ukraine,"9,522",12.1,1%,60:40:00,18.4–24.3,17.3,8.6,3.9,37.2,20.9,48.4332,35.0428
1201–1500,Opole University of Technology,Poland,"5,604",14.5,7%,33 : 67,18.4–24.3,16.2,13.0,24.9,37.8,29.3,50.6541,17.905
1201–1500,Oran 1 University,Algeria,"25,775",19.2,1%,66:34:00,18.4–24.3,30.4,8.3,22.2,37.6,39.5,35.6373,-0.6151
1201–1500,Osaka Metropolitan University,Japan,"15,827",11.5,5%,37 : 63,18.4–24.3,23.7,17.0,17.8,47.3,24.2,34.6989,135.498
1201–1500,Osmania University,India,"10,814",23.7,3%,32 : 68,18.4–24.3,32.4,13.9,16.8,40.7,18.1,17.418,78.5273
1201–1500,University of Ostrava,Czech Republic,"8,492",16.4,11%,69:31:00,18.4–24.3,18.5,15.1,16.2,37.1,46.0,49.8382,18.2905
1201–1500,University of Pannonia,Hungary,"5,351",17.3,6%,49:51:00,18.4–24.3,18.0,14.6,17.5,39.1,39.5,47.0879,17.9081
1201–1500,Paris Nanterre University,France,"34,972",37.4,17%,63:37:00,18.4–24.3,24.8,21.0,14.0,37.1,55.1,48.9039,2.2135
1201–1500,University of Pau and Pays de l’Adour,France,"14,186",14.5,14%,52:48:00,18.4–24.3,18.5,11.3,23.9,41.6,71.6,43.3139,-0.3667
1201–1500,Universitas Pendidikan Indonesia,Indonesia,"32,320",20.1,1%,64:36:00,18.4–24.3,20.0,10.7,26.0,37.4,18.4,-6.8611,107.5943
1201–1500,Persian Gulf University,Iran,"5,070",21.3,3%,55:45:00,18.4–24.3,15.7,13.4,38.6,48.5,28.3,28.9084,50.8216
1201–1500,Pontifical Catholic University of Peru,Peru,"25,644",7.8,1%,46:54:00,18.4–24.3,20.7,10.0,28.9,37.8,43.1,-12.0687,-77.0781
1201–1500,Pontifical Catholic University of Valparaíso,Chile,"17,703",26.6,1%,43:57:00,18.4–24.3,16.6,18.1,21.4,47.4,50.0,-33.0444,-71.6058
1201–1500,Pontifícia Universidade Católica do Paraná,Brazil,"12,301",14.7,1%,55:45:00,18.4–24.3,23.2,13.5,34.2,39.3,26.7,-25.4519,-49.2511
1201–1500,Poznan University of Medical Sciences,Poland,"7,495",6.0,14%,72:28:00,18.4–24.3,22.1,12.2,30.7,46.7,35.3,52.4097,16.9184
1201–1500,Poznan University of Technology,Poland,"14,502",11.6,4%,33 : 67,18.4–24.3,18.9,12.7,26.6,40.0,22.2,52.3941,16.9184
1201–1500,University of Primorska,Slovenia,"6,089",16.6,15%,76:24:00,18.4–24.3,15.8,14.2,16.3,38.1,68.0,45.548,13.7296
1201–1500,Prince of Songkla University,Thailand,"32,779",13.0,2%,70:30:00,18.4–24.3,18.8,13.6,18.9,51.2,33.1,7.0091,100.4973
1201–1500,Qassim University,,"42,159",10.2,6%,62:38:00,18.4–24.3,20.1,8.7,26.4,40.2,76.7,26.3489,43.7668
1201–1500,Riga Technical University,Latvia,"10,745",33.4,21%,33 : 67,18.4–24.3,22.7,22.0,14.8,62.6,60.9,56.9473,24.1056
1201–1500,Ritsumeikan University,Japan,"34,906",17.3,10%,37 : 63,18.4–24.3,18.9,13.0,16.9,39.3,40.1,35.0331,135.7246
1201–1500,University of the Ryukyus,Japan,"7,534",9.9,2%,39 : 61,18.4–24.3,20.7,12.6,16.9,45.4,33.2,26.2517,127.7684
1201–1500,Saga University,Japan,"6,577",9.9,3%,41:59:00,18.4–24.3,22.4,12.7,17.3,49.1,23.6,33.2412,130.2906
1201–1500,Université Saint-Joseph de Beyrouth,Lebanon,"7,906",11.3,6%,62:38:00,18.4–24.3,21.9,10.1,18.7,40.1,69.2,,
1201–1500,Saitama Medical University,Japan,"1,908",1.4,0%,51:49:00,18.4–24.3,23.7,9.0,38.7,40.3,16.2,35.9378,139.3051
1201–1500,"University of Santiago, Chile (USACH)",Chile,"23,419",22.5,2%,44:56:00,18.4–24.3,16.6,16.1,14.6,37.6,46.6,-33.4507,-70.6796
1201–1500,Sapporo Medical University,Japan,"1,299",3.2,0%,45:55:00,18.4–24.3,25.4,11.3,25.5,41.0,15.9,43.0552,141.3321
1201–1500,SASTRA University,India,"9,945",13.8,1%,45:55:00,18.4–24.3,17.7,10.4,43.2,44.6,19.4,10.7285,79.0184
1201–1500,Sathyabama Institute of Science and Technology,,"12,971",12.1,5%,48:52:00,18.4–24.3,22.7,9.9,24.7,37.5,23.8,12.8713,80.2224
1201–1500,Universitas Sebelas Maret,Indonesia,"28,398",18.3,1%,64:36:00,18.4–24.3,17.9,17.3,23.6,70.8,25.8,-7.5596,110.8564
1201–1500,Selçuk University,Turkey,"36,084",19.6,7%,55:45:00,18.4–24.3,17.9,13.0,32.5,78.0,28.6,38.0237,32.5096
1201–1500,Semnan University,Iran,"15,415",13.7,1%,50:50:00,18.4–24.3,17.9,11.1,40.7,37.4,19.6,35.5903,53.4312
1201–1500,University of Seoul,South Korea,"9,759",17.5,4%,40 : 60,18.4–24.3,22.6,21.1,26.1,40.9,26.4,37.5839,127.0588
1201–1500,Seoul National University of Science and Technology (SeoulTech),South Korea,"9,526",14.9,8%,36 : 64,18.4–24.3,23.2,17.7,17.0,43.0,26.1,37.6317,127.0775
1201–1500,University of Sfax,Tunisia,"29,118",12.9,2%,68:32:00,18.4–24.3,25.2,14.0,22.6,37.3,43.6,34.7361,10.7428
1201–1500,Shahed University,Iran,"5,501",16.8,0%,48:52:00,18.4–24.3,27.3,14.2,17.6,40.8,16.2,35.5514,51.3473
1201–1500,Shahid Bahonar University of Kerman,Iran,"14,509",23.8,1%,60:40:00,18.4–24.3,19.8,13.7,29.7,43.0,21.5,30.252,57.1055
1201–1500,​Shahid Chamran University of Ahvaz,Iran,"15,096",25.6,4%,58:42:00,18.4–24.3,22.1,17.2,22.5,79.3,22.3,31.3033,48.6564
1201–1500,Shahid Rajaee Teacher Training University,Iran,"9,060",38.1,0%,31 : 69,18.4–24.3,17.4,15.0,26.3,46.3,23.8,,
1201–1500,University of Shanghai for Science and Technology,China,"25,884",9.7,2%,41:59:00,18.4–24.3,18.9,10.5,26.7,50.4,21.8,31.2904,121.552
1201–1500,Shibaura Institute of Technology,Japan,"9,007",27.9,6%,0.806944444,18.4–24.3,19.1,17.4,11.8,42.6,38.8,,
1201–1500,Shiga University of Medical Science,Japan,"1,160",3.1,3%,49:51:00,18.4–24.3,27.3,11.3,29.4,44.8,21.6,34.974,135.9503
1201–1500,Shinshu University,Japan,"10,603",10.4,3%,32 : 68,18.4–24.3,21.5,14.9,24.3,42.4,27.1,36.2501,137.9789
1201–1500,Showa University,Japan,"3,662",1.6,0%,60:40:00,18.4–24.3,29.5,9.0,30.5,39.0,17.7,,
1201–1500,Silesian University of Technology,Poland,"18,396",12.4,4%,32 : 68,18.4–24.3,18.0,14.2,22.2,40.2,21.7,50.291,18.6746
1201–1500,Sofia University,Bulgaria,"22,490",6.5,6%,65:35:00,18.4–24.3,25.0,11.1,16.4,37.8,39.0,42.6936,23.3349
1201–1500,Soonchunhyang University,South Korea,"11,543",19.2,4%,49:51:00,18.4–24.3,17.8,19.4,24.1,38.2,28.5,36.7696,126.9324
1201–1500,Soongsil University,South Korea,"16,142",19.8,10%,47:53:00,18.4–24.3,24.4,12.5,13.4,38.5,30.9,37.4963,126.9569
1201–1500,Université Sorbonne Nouvelle,France,"16,698",24.0,29%,77:23:00,18.4–24.3,31.7,12.0,7.4,36.9,72.1,48.8451,2.3965
1201–1500,University of Sousse,Tunisia,"25,602",13.4,2%,68:32:00,18.4–24.3,23.4,9.4,24.1,36.9,40.1,35.838,10.6073
1201–1500,Southwest Jiaotong University,,"46,881",17.4,1%,34 : 66,18.4–24.3,18.7,21.1,30.1,44.4,20.6,30.6974,104.0536
1201–1500,Sri Venkateswara University,India,"7,248",14.6,0%,45:55:00,18.4–24.3,36.6,10.4,21.4,37.3,23.6,13.6289,79.3978
1201–1500,SRM Institute of Science and Technology,India,"50,680",15.1,2%,28 : 72,18.4–24.3,18.6,10.4,34.4,37.2,20.9,12.823,80.0444
1201–1500,Staffordshire University,United Kingdom,"10,050",17.5,13%,49:51:00,18.4–24.3,17.7,11.4,33.8,37.0,56.4,53.0091,-2.1761
1201–1500,State University of Malang,Indonesia,"36,741",35.6,4%,61:39:00,18.4–24.3,19.4,10.5,35.8,36.9,23.2,-7.963,112.6171
1201–1500,Suranaree University of Technology,Thailand,"15,505",30.4,2%,56:44:00,18.4–24.3,20.2,15.9,18.1,68.3,32.2,14.8818,102.0207
1201–1500,University of Talca,Chile,"11,372",12.5,1%,51:49:00,18.4–24.3,17.0,11.9,25.3,38.3,52.3,-35.4388,-71.6174
1201–1500,Tamkang University,Taiwan,"23,207",22.9,7%,48:52:00,18.4–24.3,15.8,12.7,23.7,38.6,39.9,25.1741,121.4473
1201–1500,University of Tarapacá,Chile,"9,758",30.2,3%,54:46:00,18.4–24.3,14.7,18.2,23.6,37.2,52.6,,
1201–1500,Taras Shevchenko National University of Kyiv,Ukraine,"23,857",10.0,5%,57:43:00,18.4–24.3,23.6,12.9,10.8,37.5,30.4,50.442,30.5111
1201–1500,Technical University of Košice,Slovakia,"9,348",12.3,20%,27 : 73,18.4–24.3,21.3,15.8,12.5,40.4,44.8,48.7305,21.2453
1201–1500,Technological University of Pereira,Colombia,"17,968",18.4,0%,43:57:00,18.4–24.3,14.8,7.8,31.4,38.0,31.5,4.7953,-75.6878
1201–1500,University of Technology of Compiègne,France,"4,269",15.9,21%,38 : 62,18.4–24.3,22.5,10.8,20.2,41.4,81.1,49.4156,2.8185
1201–1500,University of Technology of Troyes,France,"3,189",19.4,23%,24 : 76,18.4–24.3,23.5,11.0,22.3,42.0,69.4,48.2692,4.0668
1201–1500,Teikyo University,Japan,"22,937",15.9,5%,36 : 64,18.4–24.3,15.7,11.1,44.9,38.7,22.7,,
1201–1500,Universiti Teknikal Malaysia Melaka,Malaysia,"11,716",16.3,7%,40 : 60,18.4–24.3,16.1,11.4,22.0,37.5,39.4,2.3138,102.3211
1201–1500,Institut Teknologi Sepuluh Nopember,Indonesia,"17,893",10.6,3%,40 : 60,18.4–24.3,19.5,12.3,17.3,49.1,41.6,-7.2824,112.7949
1201–1500,Texas State University,United States,"31,639",19.3,1%,59:41:00,18.4–24.3,19.1,16.2,31.1,39.8,35.0,29.8884,-97.9384
1201–1500,Tezpur University,India,"4,028",15.0,1%,41:59:00,18.4–24.3,27.5,18.1,22.1,37.9,16.0,26.7003,92.8308
1201–1500,Thammasat University,,"30,995",11.7,1%,64:36:00,18.4–24.3,21.9,17.0,11.9,43.6,33.0,13.7567,100.4898
1201–1500,The John Paul II Catholic University of Lublin,Poland,"10,070",10.7,9%,62:38:00,18.4–24.3,25.9,12.0,30.4,37.1,30.8,51.2475,22.545
1201–1500,TOBB University of Economics and Technology,Turkey,"4,822",12.8,1%,47:53:00,18.4–24.3,19.0,11.4,30.3,39.0,27.6,39.9212,32.7983
1201–1500,Toho University,Japan,"5,421",13.4,0%,53:47:00,18.4–24.3,21.0,15.0,22.4,41.9,19.3,35.5709,139.7248
1201–1500,Tokai University,Japan,"28,334",15.8,4%,27 : 73,18.4–24.3,16.7,11.0,26.2,37.0,26.4,35.6645,139.6845
1201–1500,Tokat Gaziosmanpaşa University,Turkey,"19,358",14.6,11%,50:50:00,18.4–24.3,15.7,8.0,30.5,37.3,28.5,40.3311,36.4798
1201–1500,Tokushima University,Japan,"7,508",9.6,3%,36 : 64,18.4–24.3,23.7,22.8,12.4,62.0,24.4,34.0699,134.5598
1201–1500,Tokyo University of Agriculture and Technology,Japan,"5,686",15.2,6%,32 : 68,18.4–24.3,27.6,25.2,12.0,53.0,31.2,35.684,139.4787
1201–1500,Tokyo University of Marine Science and Technology,Japan,"2,595",10.5,8%,33 : 67,18.4–24.3,24.6,15.1,14.3,48.2,36.8,35.6269,139.7486
1201–1500,Tokyo University of Science,Japan,"18,091",24.3,3%,25 : 75,18.4–24.3,22.3,24.4,11.3,47.2,24.5,35.6998,139.7414
1201–1500,Tomas Bata University in Zlín,Czech Republic,"9,129",19.6,10%,56:44:00,18.4–24.3,16.9,19.4,16.8,40.2,49.1,,
1201–1500,University of Toyama,Japan,"8,988",12.0,3%,39 : 61,18.4–24.3,22.2,15.0,25.4,47.6,29.3,36.7005,137.1889
1201–1500,Toyohashi University of Technology (TUT),Japan,"2,033",10.6,14%,0.561111111,18.4–24.3,22.6,21.3,11.7,56.6,36.8,34.7012,137.4101
1201–1500,Transilvania University of Brașov,Romania,"19,351",18.0,1%,52:48:00,18.4–24.3,15.0,10.4,34.3,37.4,29.5,45.6453,25.5892
1201–1500,Tshwane University of Technology,South Africa,"45,862",39.6,2%,53:47:00,18.4–24.3,16.2,12.5,35.8,42.0,44.6,-25.7322,28.1619
1201–1500,Tunghai University,Taiwan,"15,160",20.3,10%,55:45:00,18.4–24.3,16.4,12.4,24.7,41.2,41.6,24.1825,120.6025
1201–1500,University of Tunis El Manar,Tunisia,"26,825",11.1,2%,70:30:00,18.4–24.3,28.8,13.7,19.5,38.2,43.7,36.8293,10.1463
1201–1500,Tzu Chi University,Taiwan,"3,373",9.8,10%,62:38:00,18.4–24.3,19.8,24.2,9.4,78.0,27.2,23.9928,121.5912
1201–1500,UNIR – International University of La Rioja,Spain,"27,135",26.7,41%,62:38:00,18.4–24.3,13.0,11.9,28.2,37.0,58.1,42.4622,-2.4241
1201–1500,Unisinos University,Brazil,"9,529",18.2,0%,61:39:00,18.4–24.3,23.6,14.6,14.7,40.3,24.8,-29.7955,-51.1521
1201–1500,Université Chouaïb Doukkali,Morocco,"21,654",33.6,2%,55:45:00,18.4–24.3,14.4,10.3,29.9,38.5,25.4,33.2275,-8.4881
1201–1500,Universiti Malaysia Terengganu (UMT),Malaysia,"9,510",15.7,5%,70:30:00,18.4–24.3,17.8,16.7,27.9,40.7,41.8,5.4072,103.0883
1201–1500,Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,"15,498",16.4,6%,47:53:00,18.4–24.3,19.8,15.9,22.5,37.3,39.6,1.8573,103.0821
1201–1500,USAMV Cluj-Napoca,Romania,"5,643",18.5,7%,52:48:00,18.4–24.3,16.8,9.1,40.1,38.4,38.9,46.761,23.5708
1201–1500,University of Valladolid,Spain,"21,780",11.2,8%,57:43:00,18.4–24.3,19.9,13.2,28.9,39.7,38.4,41.6569,-4.7141
1201–1500,Veltech University,India,"8,568",13.6,2%,0.684027778,18.4–24.3,16.6,8.6,46.8,37.9,22.9,,
1201–1500,University of Venda,South Africa,"11,407",27.8,1%,60:40:00,18.4–24.3,20.3,28.5,9.5,41.3,43.8,-22.9761,30.4465
1201–1500,"Vignan’s Foundation for Science, Technology and Research",India,"7,072",11.7,1%,47:53:00,18.4–24.3,17.9,7.8,31.3,37.4,16.4,,
1201–1500,Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,"8,322",13.0,11%,32 : 68,18.4–24.3,18.0,14.7,32.1,43.2,47.7,,
1201–1500,"Visvesvaraya National Institute of Technology, Nagpur",India,"4,882",16.6,3%,0.970833333,18.4–24.3,20.8,13.5,30.0,46.9,17.0,21.1232,79.0515
1201–1500,V.N. Karazin Kharkiv National University,Ukraine,"17,080",8.5,26%,55:45:00,18.4–24.3,21.5,10.5,4.6,37.1,45.5,,
1201–1500,Vytautas Magnus University,Lithuania,"7,765",11.3,14%,61:39:00,18.4–24.3,18.3,12.4,15.5,37.0,67.7,54.8991,23.915
1201–1500,Warsaw University of Life Sciences – SGGW,Poland,"15,736",13.6,6%,59:41:00,18.4–24.3,16.2,11.5,28.6,42.1,28.2,52.1636,21.0463
1201–1500,Warsaw University of Technology,Poland,"25,021",18.9,7%,34 : 66,18.4–24.3,18.4,17.6,15.8,41.0,28.6,52.2212,21.0081
1201–1500,University of West Bohemia,Czech Republic,"11,054",14.7,4%,54:46:00,18.4–24.3,18.5,16.0,30.7,40.3,31.6,49.747,13.375
1201–1500,University of Western Macedonia,Greece,"7,891",33.6,1%,50:50:00,18.4–24.3,17.8,15.4,26.4,37.7,28.9,,
1201–1500,Western Michigan University,United States,"17,612",19.9,8%,52:48:00,18.4–24.3,22.7,15.2,24.7,37.3,36.0,42.2837,-85.6103
1201–1500,Wrocław University of Environmental and Life Sciences,Poland,"7,351",17.1,4%,68:32:00,18.4–24.3,16.7,12.7,23.0,39.0,26.3,,
1201–1500,University of Wrocław,Poland,"19,501",16.4,7%,67:33:00,18.4–24.3,21.0,24.0,20.1,37.4,41.0,51.114,17.0345
1201–1500,Wuhan Textile University,China,"22,221",16.0,1%,55:45:00,18.4–24.3,13.7,10.0,33.8,38.3,18.6,,
1201–1500,Xiangtan University,China,"32,981",21.9,1%,51:49:00,18.4–24.3,17.1,14.3,39.2,41.1,19.3,,
1201–1500,Xuzhou Medical University,China,"13,796",20.3,3%,,18.4–24.3,14.7,14.2,25.6,37.3,18.2,34.2641,117.2556
1201–1500,Yamagata University,Japan,"8,684",8.8,2%,34 : 66,18.4–24.3,22.3,13.4,27.4,53.5,26.8,38.2465,140.3493
1201–1500,University of Yamanashi,Japan,"4,604",6.1,5%,30 : 70,18.4–24.3,24.6,12.3,23.0,39.4,24.3,35.6779,138.5735
1201–1500,Yazd University,Iran,"14,448",30.3,2%,56:44:00,18.4–24.3,19.3,14.8,28.1,37.2,28.3,31.8381,54.356
1201–1500,Yokohama National University,Japan,"9,723",13.1,8%,29 : 71,18.4–24.3,21.7,20.4,11.5,52.7,30.8,35.4719,139.5919
1201–1500,Yuan Ze University,Taiwan,"7,339",24.3,6%,43:57:00,18.4–24.3,18.2,21.7,16.7,55.8,35.8,24.9703,121.2634
1201–1500,Yuriy Fedkovych Chernivtsi National University,Ukraine,"11,353",10.9,1%,56:44:00,18.4–24.3,17.6,8.9,7.1,37.0,24.8,,
1201–1500,University of Zagreb,Croatia,"65,436",16.6,4%,60:40:00,18.4–24.3,20.1,14.9,30.3,45.6,34.8,45.8107,15.9698
1201–1500,University of Zanjan,Iran,"9,611",23.5,0%,53:47:00,18.4–24.3,15.9,12.1,31.8,40.3,23.6,36.6862,48.3999
1201–1500,Zanjan University of Medical Sciences,Iran,"4,698",10.9,1%,56:44:00,18.4–24.3,21.9,9.5,30.4,37.7,18.0,,
1501+,University of Abou Bekr Belkaïd Tlemcen,Algeria,"40,203",20.2,1%,68:32:00,10.4–18.3,22.7,8.8,10.6,37.0,34.9,34.9196,-1.3017
1501+,Akita University,Japan,"5,016",10.5,4%,36 : 64,10.4–18.3,21.1,11.7,13.4,40.8,24.1,39.7277,140.1335
1501+,Aksaray University,Turkey,"21,377",25.7,8%,48:52:00,10.4–18.3,12.7,8.5,22.2,37.2,24.8,,
1501+,Alexandru Ioan Cuza University,Romania,"24,847",22.1,7%,57:43:00,10.4–18.3,16.7,11.7,13.3,37.0,35.7,47.1744,27.5715
1501+,Alzahra University,Iran,"10,128",23.6,2%,100:00:00,10.4–18.3,20.0,11.6,13.4,38.0,28.8,,
1501+,"University of the Andes, Venezuela",Venezuela,"24,372",11.7,2%,61:39:00,10.4–18.3,15.9,7.8,8.9,36.9,48.1,,
1501+,Annamalai University,India,"15,770",11.5,1%,55:45:00,10.4–18.3,27.9,9.6,11.8,37.5,17.5,11.3918,79.7132
1501+,Aoyama Gakuin University,Japan,"19,348",11.7,3%,50:50:00,10.4–18.3,17.0,8.5,9.7,37.5,30.6,35.6605,139.71
1501+,Universidad Autónoma Chapingo,Mexico,"6,228",7.9,1%,45:55:00,10.4–18.3,22.6,8.4,3.0,37.0,24.3,19.4895,-98.8942
1501+,Universidad Autónoma de Ciudad Juárez,Mexico,"36,107",15.4,2%,54:46:00,10.4–18.3,14.5,7.6,10.7,36.9,33.4,31.7497,-106.4402
1501+,Universidad Autónoma de Coahuila,Mexico,"28,202",29.2,0%,56:44:00,10.4–18.3,12.8,8.1,14.4,37.7,25.0,,
1501+,Universidad Autónoma del Estado de Hidalgo,Mexico,"37,596",18.9,1%,57:43:00,10.4–18.3,14.7,9.0,10.7,38.5,23.7,20.1245,-98.7969
